跳,13
賃,13
艇,13
溺,13
鉄,13
塡,13
殿,13
電,13
塗,13
働,13
督,13
頓,13
農,13
漠,13
鉢,13
搬,13
煩,13
頒,13
微,13
福,13
腹,13
墓,13
蜂,13
豊,13
飽,13
睦,13
幕,13
夢,13
盟,13
滅,13
誉,13
預,13
溶,13
腰,13
裸,13
雷,13
酪,13
裏,13
慄,13
虜,13
鈴,13
零,13
廉,13
賂,13
路,13
楼,13
話,13
賄,13
維,14
隠,14
駅,14
演,14
寡,14
歌,14
箇,14
概,14
閣,14
慣,14
管,14
関,14
旗,14
疑,14
漁,14
境,14
銀,14
駆,14
熊,14
語,14
誤,14
構,14
綱,14
酵,14
豪,14
穀,14
酷,14
獄,14
魂,14
際,14
察,14
雑,14
算,14
酸,14
誌,14
雌,14
磁,14
漆,14
遮,14
種,14
需,14
銃,14
塾,14
緒,14
彰,14
障,14
精,14
製,14
誓,14
静,14
説,14
箋,14
銭,14
漸,14
遡,14
層,14
総,14
遭,14
像,14
増,14
憎,14
遜,14
駄,14
態,14
奪,14
端,14
綻,14
嫡,14
徴,14
漬,14
摘,14
滴,14
適,14
稲,14
銅,14
徳,14
読,14
認,14
寧,14
髪,14
罰,14
閥,14
碑,14
鼻,14
漂,14
腐,14
複,14
聞,14
蔑,14
慕,14
暮,14
貌,14
僕,14
墨,14
膜,14
慢,14
漫,14
蜜,14
銘,14
鳴,14
綿,14
模,14
網,14
誘,14
様,14
瘍,14
踊,14
辣,14
僚,14
領,14
緑,14
瑠,14
暦,14
歴,14
練,14
漏,14
慰,15
遺,15
影,15
鋭,15
謁,15
閲,15
縁,15
横,15
億,15
稼,15
課,15
餓,15
潰,15
確,15
潟,15
歓,15
監,15
緩,15
器,15
畿,15
輝,15
儀,15
戯,15
窮,15
緊,15
勲,15
慶,15
憬,15
稽,15
劇,15
撃,15
潔,15
権,15
稿,15
駒,15
撮,15
賛,15
暫,15
摯,15
賜,15
餌,15
質,15
趣,15
熟,15
潤,15
遵,15
諸,15
憧,15
衝,15
賞,15
縄,15
嘱,15
審,15
震,15
穂,15
請,15
潜,15
線,15
遷,15
選,15
槽,15
踪,15
蔵,15
諾,15
誰,15
誕,15
談,15
鋳,15
駐,15
嘲,15
潮,15
澄,15
調,15
墜,15
締,15
敵,15
徹,15
撤,15
踏,15
導,15
熱,15
罵,15
輩,15
賠,15
箱,15
箸,15
範,15
盤,15
罷,15
膝,15
標,15
賓,15
敷,15
膚,15
賦,15
舞,15
噴,15
墳,15
憤,15
幣,15
弊,15
蔽,15
餅,15
編,15
舗,15
褒,15
暴,15
撲,15
摩,15
魅,15
黙,15
憂,15
窯,15
養,15
履,15
璃,15
慮,15
寮,15
輪,15
霊,15
論,15
緯,16
衛,16
憶,16
穏,16
壊,16
懐,16
諧,16
骸,16
獲,16
憾,16
還,16
館,16
機,16
橋,16
凝,16
錦,16
薫,16
憩,16
激,16
憲,16
賢,16
錮,16
興,16
衡,16
鋼,16
墾,16
錯,16
諮,16
儒,16
樹,16
獣,16
縦,16
壌,16
嬢,16
錠,16
薪,16
親,16
整,16
醒,16
積,16
薦,16
膳,16
操,16
濁,16
壇,16
緻,16
築,16
諦,16
賭,16
糖,16
頭,16
篤,16
曇,16
燃,16
濃,16
薄,16
縛,16
繁,16
避,16
奮,16
壁,16
縫,16
膨,16
謀,16
頰,16
磨,16
麺,16
薬,16
諭,16
輸,16
融,16
擁,16
謡,16
頼,16
隣,16
隷,16
錬,16
録,16
曖,17
臆,17
嚇,17
轄,17
環,17
擬,17
犠,17
矯,17
謹,17
謙,17
鍵,17
厳,17
講,17
購,17
懇,17
擦,17
謝,17
爵,17
醜,17
縮,17
償,17
礁,17
績,17
繊,17
鮮,17
燥,17
霜,17
戴,17
濯,17
鍛,17
聴,17
謄,17
瞳,17
謎,17
鍋,17
頻,17
闇,17
優,17
翼,17
覧,17
療,17
瞭,17
齢,17
穫,18
額,18
顎,18
鎌,18
簡,18
観,18
韓,18
顔,18
騎,18
襟,18
繭,18
顕,18
験,18
鎖,18
瞬,18
織,18
職,18
繕,18
礎,18
騒,18
贈,18
題,18
懲,18
鎮,18
藤,18
闘,18
難,18
藩,18
覆,18
璧,18
癖,18
翻,18
癒,18
曜,18
濫,18
藍,18
糧,18
臨,18
類,18
韻,19
艶,19
願,19
鏡,19
繰,19
警,19
鶏,19
鯨,19
璽,19
識,19
蹴,19
髄,19
瀬,19
藻,19
臓,19
覇,19
爆,19
譜,19
簿,19
霧,19
羅,19
離,19
麗,19
麓,19
議,20
競,20
響,20
懸,20
護,20
鐘,20
譲,20
醸,20
籍,20
騰,20
欄,20
艦,21
顧,21
鶴,21
魔,21
躍,21
露,21
驚,22
襲,22
籠,22
鑑,23
鬱,29
