















丸,丶九
園,口袁𠮷𧘇土
煙,火八人垔覀土
猿,犭袁𠮷𧘇土口
遠,⻌袁𠮷𧘇土口
鉛,釒㕣八口
塩,土皿
虞,虍呉𠃑口一八
嫁,女家宀豕
暇,日叚丨二又
禍,礻咼冎口
靴,革化亻匕
雅,牙隹
塊,土鬼甶儿厶丿田
楷,木皆比白丿日
解,角⺈用刀牛
慨,忄既牙艮
蓋,艹盍
該,訁亖口亥亠
較,車交亠父
隔,⻖鬲一口𦉪丅
楽,木白丿日
滑,氵骨冎肉内人冂
褐,衤日匂勹匕
勧,隹力
寛,宀莧艹見目儿
幹,車干
感,咸戌口戊一丿戈弋心
漢,氵𦰩艹口夫二人
頑,元二儿頁一自八
棄,𠫓丗凵十木
毀,臼殳几又土
義,羊我手戈弋丿
詰,訁亖口吉士
嗅,口臭自大
業,丵巾木
僅,亻堇
禁,示二小林木
愚,心禺
窟,穴宀八屈尸出凵丨
群,君尹口⺕丿羊
傾,化亻匕頁一自八
携,扌隽隹乃𠄎丿
継,糸幺小米
詣,訁亖口旨日匕
隙,⻖
傑,亻桀舛木夕㐄
嫌,女兼
献,南十冂丷干犬大丶
絹,糸幺小肙口月
遣,⻌中一㠯
源,氵原厂白小丿日
誇,訁亖口夸大亏
鼓,壴士豆一口䒑支十又
碁,石其共二龷八
溝,氵冓井再二一冉冂土
鉱,釒広厶广丶厂
傲,亻敖士方攵丶万
債,亻責龶貝目八
催,亻崔山隹
塞,土
歳,止戈弋丿小
載,車𢦏十戈弋丿
罪,罒非
搾,扌窄穴乍宀八丿
嗣,口冊司
試,訁亖口式工弋
詩,訁亖口寺土寸
資,貝目八次冫欠
飼,飠司口
慈,心兹䒑幺
辞,舌千口辛立十
嫉,女疾疒矢冫广丶厂𠂉大
腫,月重里千田土
愁,心秋火禾八人
酬,酉州巛𡿨
準,氵淮隹十
署,罒者老日耂匕
傷,亻昜旦勿日一勹丿
奨,大将丬寽爫寸
照,火八人昭日召刀口
詳,訁亖口羊
蒸,艹烝丞灬
飾,飠人巾
触,角⺈用虫
寝,丬冖又⺕宀
慎,忄真十具目ハ
新,亲立木斤
腎,臤臣又月
睡,目垂土
数,娄米女攵
裾,衤居尸古十口
勢,力埶坴丸圥土丶九
聖,王耳口
誠,訁亖口成戊𠃌丿戈弋
跡,⻊赤
摂,扌耳丷八
節,⺮即艮卩
戦,単⺍日十戈弋丿
煎,前䒑刖月刂灬
羨,𦍌丷王㳄
腺,⺼泉水白丿日
詮,訁亖口全入王
践,足口龰㦮
禅,礻単⺍日十
塑,土朔屰月䒑屮
僧,亻曽丷田日
想,心相木目
賊,貝目八戎戈𠂇弋丿
続,糸幺小売士冖儿
損,扌員貝口目八
滞,氵帯丗冖巾凵十
滝,氵竜立电日乚
嘆,口𦰩艹夫二人
暖,日爰爫一友𠂇又
痴,疒冫广丶厂知矢口𠂉大
稚,禾隹
置,网冂㐅直目一｜十
蓄,畜玄田亠幺艹
腸,肉内人冂昜旦勿日一勹丿
跳,⻊兆
賃,任亻壬貝目八
艇,舟廷廴𡈼
溺,氵弱弓冫
鉄,金失大丿夫二人
塡,土眞
殿,尸共龷八殳几又
電,⻗电日乚
塗,涂氵余亼朩人一土
働,亻動重力里千田土
督,叔尗又上小目
頓,屯頁一自八
農,曲曰囗一辰
漠,氵艹日大
鉢,釒本木一
搬,扌般舟殳几又
煩,火八人頁一自
頒,分八刀頁一自
微,彳𡵉攵
福,礻畐田
腹,月复𠂉日夂
墓,莫艹旲土
蜂,虫夆夂丰
豊,曲曰囗一豆口䒑
飽,飠包勹己
睦,目坴圥土
幕,莫艹旲巾
夢,艹罒冖夕
盟,明日月皿
滅,氵烕戌火戊一丿戈弋八人
誉,兴言
預,予龴亅頁一自八
溶,氵容宀谷
腰,肉内人冂要覀女
裸,衤果田木
雷,⻗田
酪,酉各夂口
裏,亠里田土𧘇
慄,忄栗
虜,虍男田力
鈴,金令亼卩人一
零,⻗令亼卩人一
廉,广丶厂兼
賂,貝目八各夂口
路,⻊各夂口
楼,木娄米女
話,言舌千口
賄,貝目八有𠂇月
維,糸幺小隹
隠,⻖㥯
駅,馬三丨灬尺尸
演,氵寅宀一由八十囗
寡,宀頁一自八刀
歌,可丁口欠
箇,⺮固囗古十口
概,木既牙艮
閣,門各夂口
慣,忄貫毋貝目八
管,⺮官宀㠯
関,門关丷天一大
旗,方丶万其共二龷八
疑,匕矢𠂉大疋乛龰マ
漁,氵魚⺈田灬
境,土竟音儿立日
銀,釒艮
駆,馬三丨灬区匸乂
熊,能䏍匕厶月灬
語,訁亖口吾五二
誤,訁亖口呉𠃑一八
構,木冓井再二一冉冂土
綱,糸幺小岡冂䒑山
酵,酉孝耂子
豪,亠口冖豕
穀,士冖禾殳几又
酷,酉告⺧口
獄,犬大丶訁亖口
魂,鬼甶儿厶丿田云二
際,⻖祭示月又二小
察,宀祭示月又二小
雑,杂九朩隹
算,⺮廾目
酸,酉夋允夂
誌,訁亖口志心士
雌,此止匕隹
磁,石兹䒑幺
漆,氵桼木𠆢氺
遮,⻌庶广廿灬丶厂
種,禾重里千田土
需,而一丿冂丨雨
銃,釒充𠫓儿
塾,土孰享丸古子十口丶九
緒,糸幺小者老日耂匕
彰,彡章立早日十
障,⻖章立早日十
精,米青月生𠂉土
製,制刂牛巾衣亠𧘇
誓,言折扌斤
静,青月生𠂉土争⺈⺕亅
説,訁亖口兑丷兄儿
箋,𥫗戔
銭,釒㦮
漸,氵斬車斤
遡,辶朔屰月䒑屮
層,尸曽丷田日
総,糸幺小忩公心八厶
遭,⻌曹曰曲囗一
像,亻象⺈豕
増,土曽丷田日
憎,火八人曽丷田日
遜,辶孫子系糸幺小
駄,馬三丨灬太大丶
態,心能䏍匕厶月
奪,大奞隹
端,立耑山而一丿冂丨
綻,糹定宀𤴓
嫡,女啇亠丷冂古十口
徴,彳山王攵
漬,氵責龶貝目八
摘,扌啇亠丷冂古十口
滴,⺡啇亠丷冂古十口
適,辶啇亠丷冂古十口
稲,禾日
銅,釒同冂一口
徳,彳十罒心
読,言売士冖儿
認,言忍刃心丶刀
寧,寍宀心皿丁
髪,髟镸彡友𠂇又
罰,罒䚯言刂
閥,門伐亻戈弋丿
碑,石卑白丿十日
鼻,自畀田丌
漂,氵票覀示二小
腐,府广付丶厂亻寸肉内人冂
複,衤复𠂉日夂
聞,門耳
蔑,艹罒戍
慕,莫艹旲㣺
暮,莫艹旲日
貌,豸皃
僕,亻菐业䒑夫二人
墨,黒里灬田土
膜,月莫艹旲
慢,忄曼日罒又
漫,氵曼日罒又
蜜,宓宀必心丿虫
銘,金名夕口
鳴,口鳥
綿,糸幺小帛白巾丿日
模,木莫艹旲
網,糸幺小罔冂䒑亡亠𠃊
誘,言秀禾乃𠄎丿
様,木𣴎𦍌水丷王
瘍,疒冫广丶厂昜旦勿日一勹丿
踊,⻊甬龴用
辣,辛立十束木口
僚,亻尞昚小
領,令亼卩人一頁自八
緑,糸幺小录彐氺
瑠,𤣩留𠂎刀田
暦,厂木日
歴,木日止
練,糸幺小東束一木口
漏,氵尸雨
慰,尉尸示寸二小心
遺,⻌貴貝中一目八
影,景日京亠口小彡
鋭,釒兑丷兄儿口
謁,訁亖口日匂勹匕
閲,門兑丷兄儿口
縁,糸幺小豕
横,木黄龷由八十囗
億,亻意音心立日
稼,禾家宀豕
課,訁亖口果田木
餓,飠我手戈弋丿
潰,氵貴貝中一目八
確,石隹
潟,氵舄臼勹灬
歓,隹欠
監,皿臣
緩,糸幺小爰爫一友𠂇又
器,口大
畿,田幺戈弋丿
輝,光⺌兀一儿軍冖車
儀,亻義羊我手戈弋丿
戯,虚虍业戈弋丿
窮,穴宀八躬身弓
緊,糸幺小臤臣又
勲,動重力里千田土⺣
慶,心夂
憬,忄景日京亠口小
稽,禾尤尢丶旨日匕
劇,豦虍豕刂
撃,手殳几又車
潔,氵絜㓞糸丰刀幺小
権,木𠂉一隹
稿,禾高亠口冋冂
駒,馬三丨灬句勹口
撮,扌最曰取囗一又耳
賛,貝目八夫二人
暫,日斬車斤
摯,執土幸丸丷干丶九手
賜,貝目八易日勿勹丿
餌,飠耳
質,貝目八斤
趣,走土龰取又耳
熟,火八人孰享丸古子十口丶九
潤,氵閏門王
遵,⻌尊寸酋丷酉
諸,訁亖口者老日耂匕
憧,忄童立里田土
衝,行彳亍一丁重里千田土
賞,貝目八尚小冋冂口
縄,糸幺小亀龟日
嘱,口属禹尸
審,宀番釆田禾丷丿米
震,雨辰
穂,禾恵叀心
請,訁亖口青月生𠂉土
潜,氵替㚘曰夫二人囗一
線,糸幺小泉水白丿日
遷,⻌䙴覀大巳
選,⻌巽己共龷八
槽,木曹曰曲囗一
踪,𧾷口止宗宀示二小
蔵,茂艹戊丿戈弋臣
諾,訁亖口若艹右𠂇
誰,言隹
誕,訁亖口延廴正一止
談,火八人訁亖口
鋳,釒寿三丿寸
駐,馬三丨灬主丶王
嘲,口朝龺月十日
潮,氵朝龺月十日
澄,氵登癶豆一口䒑
調,言周口冂𠮷土
墜,隊⻖㒸丷豕土
締,糸幺小帝亠丷冖巾
敵,啇亠丷冂古十口攵
徹,彳育𠫓肉内人冂攵
撤,扌育𠫓肉内人冂攵
踏,足口龰沓水日
導,道辶首䒑自寸
熱,埶坴丸圥土丶九灬
罵,罒馬三丨灬
輩,非車
賠,貝目八咅立口
箱,⺮相木目
箸,⺮者老日耂匕
範,⺮車㔾
盤,般舟殳几又皿
罷,罒能䏍匕厶月
膝,⺼桼木𠆢氺
標,木票覀示二小
賓,宀一小貝目八
敷,旉甫方丶万攵
膚,虍胃田月
賦,貝目八武一弋止
舞,𠂉卌一舛夕㐄
噴,口賁卉貝十廾目八
墳,土賁卉貝十廾目八
憤,忄賁卉貝十廾目八
幣,敝㡀攵巾
弊,敝㡀攵廾
蔽,艹敝㡀攵
餅,飠并丷开一廾
編,糸幺小扁戶冊
舗,舎人𠮷土口甫
褒,亠保亻呆口木𧘇
暴,日共龷八氺
撲,扌菐业䒑夫二人
摩,麻广林丶厂木手
魅,鬼甶儿厶丿田未木
黙,里田土犬大丶灬
憂,㥑一月心夂
窯,穴宀八羔𦍌灬丷王
養,𦍌丷王食人良丶艮
履,尸復彳复𠂉日夂
璃,𤣩离㐫禸
慮,虍思心田
寮,宀尞昚小
輪,車侖亼冊人一
霊,⻗一亚业
論,言侖亼冊人一
緯,糸幺小韋
衛,行彳亍一丁韋
憶,忄意音心立日
穏,禾㥯
壊,土十罒衣亠𧘇
懐,忄十罒衣亠𧘇
諧,訁亖口皆比白丿日
骸,骨冎肉内人冂亥亠
獲,犬大丶蒦艹隻隹又
憾,忄感咸心戌口戊一丿戈弋
還,⻌睘罒一口𧘇
館,飠官宀㠯
機,木幾幺戈人弋丿
橋,木喬夭口冋冂
凝,冫疑匕矢疋マ𠂉大乛龰
錦,釒帛白巾丿日
薫,艹重里千田土⺣
憩,心舌千口自
激,氵敫白方攵丿日丶万
憲,罒心宀口
賢,臤臣又貝目八
錮,釒固囗古十口
興,臼同冂一口ハ
衡,行彳亍一丁𩵋⺈田大
鋼,釒岡冂䒑山
墾,土貇豸艮
錯,釒昔龷日
諮,訁亖口咨次冫欠
儒,亻需而雨一丿冂丨
樹,木尌壴寸士豆一口䒑
獣,畄⺍田一口犬大丶
縦,糸幺小従彳䒑龰
壌,土㐮
嬢,女㐮
錠,釒定宀𤴓
薪,新亲斤立木艹
親,亲立木見目儿
整,正一止敕束攵木口
醒,酉星日生𠂉土
積,禾責龶貝目八
薦,艹廌广灬丶厂
膳,月善口𦍌䒑丷王
操,扌喿木品口
濁,氵蜀罒虫勹
壇,土亶㐭旦日一
緻,糹致攵至一厶土
築,⺮筑𥫗巩
諦,言帝亠丷冖巾
賭,貝目八者老日耂匕
糖,米唐广肀口丶厂
頭,豆一口䒑頁自八
篤,𥫗馬三丨灬
曇,日雲雨云二厶
燃,火八人然肰⺼犬大丶
濃,⺡農曲辰曰囗一
薄,艹溥氵尃甫寸
縛,糸幺小尃甫寸
繁,敏毎攵𠂉毋糸幺小
避,辶辟𡰪辛立十
奮,奞大隹田
壁,辟𡰪辛立十土
縫,糸幺小逢辶夆夂丰
膨,月彭壴彡士豆一口䒑
謀,訁亖口某甘木
頰,夾頁一自八
磨,麻广林丶厂木石
麺,麦龶夂面
薬,艹楽木白丿日
諭,言俞亼刖人一月刂
輸,車俞亼刖人一月刂
融,鬲一口𦉪丅虫
擁,扌雍亠乡隹
謡,言爫
頼,束木口頁一自八
隣,⻖粦米舛夕㐄
隷,士示二小隶肀水
錬,金東束一木口
録,金录彐氺
曖,日愛心爪冖夂
臆,月意音心立日⺼
嚇,口赤
轄,車害宀口丰
環,王睘罒一口𧘇
擬,扌疑匕矢疋マ𠂉大乛龰
犠,牛義羊我手戈弋丿
矯,矢𠂉大喬夭口冋冂
謹,訁亖口堇
謙,訁亖口兼
鍵,釒建廴聿肀二
厳,⺍敢丅耳攵厂
講,訁亖口冓井再二一冉冂土
購,貝目八冓井再二一冉冂土
懇,心貇豸艮
擦,扌察宀祭示月又二小
謝,訁亖口射身寸
爵,⺤罒艮寸
醜,酉鬼甶儿厶丿田
縮,糸幺小宿宀佰亻百一白丿日
償,亻賞貝尚目八小冋冂口
礁,石焦火隹八人
績,糸幺小責龶貝目八
繊,糸幺小𢦏十戈弋丿业
鮮,魚⺈田灬羊
燥,火八人喿木品口
霜,雨相木目
戴,𢦏十戈弋丿異田井二
濯,氵翟羽隹习𠃌丿
鍛,釒段殳几又
聴,耳十罒心
謄,月誊龹言丷夫二人
瞳,目童立里田土
謎,訁亖口迷辶米
鍋,金咼冎口
頻,步止頁一自八
闇,門音立日
優,亻憂㥑夂一月心
翼,羽习𠃌丿異田井二
覧,臣𠂉一見目儿
療,疒冫广丶厂尞昚小
瞭,目尞昚小
齢,歯止米凵令亼卩人一
穫,禾蒦艹隻隹又
額,客宀各夂口頁一自八
顎,咢頁一自八
鎌,釒兼
簡,⺮間門日
観,隹見目儿
韓,龺十日韋
顔,彦产彡頁一自八
騎,馬三丨灬奇大可丁口
襟,衤禁示林二小木
繭,糸幺小虫冂艹
顕,显日业頁一自八
験,馬三丨灬㑒
鎖,釒貝目八
瞬,目舜爫冖舛夕㐄
織,糸幺小戠音戈立日弋丿
職,耳戠音戈立日弋丿
繕,糸幺小善口𦍌䒑丷王
礎,石楚林疋木乛龰
騒,馬三丨灬又虫
贈,貝目八曽丷田日
題,是日疋乛龰頁一自八
懲,徵彳山一𡈼攵心
鎮,金真十具目ハ
藤,艹滕
闘,門豆一口䒑寸
難,𦰩艹口夫二人隹
藩,艹潘氵番釆田禾丷丿米
覆,覀復彳复𠂉日夂
璧,辟𡰪辛立十玉王
癖,疒冫广丶厂辟𡰪辛立十
翻,番釆田禾丷丿米羽习𠃌
癒,疒冫广丶厂愈俞心兪亼刖人一月刂
曜,日翟羽隹习𠃌丿
濫,氵監皿臣
藍,艹監皿臣
糧,米量旦里日一田土
臨,臣𠂉品口
類,类米犬大丶頁一自八
韻,音立日員貝口目八
艶,豊曲豆曰囗一口䒑色巴勹巳丨
願,原厂白小丿日頁一自八
鏡,釒竟音儿立日
繰,糸幺小喿木品口
警,言敬苟攵艹句勹口
鶏,爫夫二人鳥
鯨,魚⺈田灬京亠口小
璽,玉王爾
識,訁亖口戠音戈立日弋丿
蹴,⻊就尢尤京丶亠口小
髄,骨冎肉内人冂迶辶有𠂇月
瀬,氵頼束頁木口一自八
藻,艹澡氵喿木品口
臓,肉内人冂蔵茂臣艹戊丿戈弋
覇,覀䩗革月
爆,火八人暴日共氺龷
譜,訁亖口普並日䒑业
簿,𥫗溥氵尃甫寸
霧,雨務矛务夂力
羅,罒維糸隹幺小
離,离㐫禸隹
麗,丽一冂丶鹿广コ丨比厂
麓,林木鹿广コ丨比丶厂
議,訁亖口義羊我手戈弋丿
競,立兄儿口
響,郷幺艮⻏音立日
懸,縣県系𠃊目小糸幺心
護,訁亖口蒦艹隻隹又
鐘,釒童立里田土
譲,訁亖口㐮
醸,酉㐮
籍,⺮耤耒昔丿未木龷日
騰,月駦龹馬丷夫二人三丨灬
欄,木闌門柬
艦,舟監皿臣
顧,雇戸隹一尸頁自八
鶴,隺鳥
魔,麻广林丶厂木鬼甶儿厶丿田
躍,𧾷口止翟羽隹习𠃌丿
露,⻗路⻊各夂口
驚,馬三丨灬敬苟攵艹句勹口
襲,衣亠𧘇龍月立
籠,⺮龍月立
鑑,釒監皿臣
鬱,木缶冖鬯彡
