病,sick,,"病院 (びょういん): hospital
病 (やまい): illness, disease
病気 (びょうき): illness, disease, sickness
白血病 (はっけつびょう): leukemia
病棟 (びょうとう): (hospital) ward"
種,kind,,"種類 (しゅるい): variety, kind, type, category
種 (しゅ): kind, variety
機種 (きしゅ): type of equipment, model
各種 (かくしゅ): every kind, all sorts
一種 (いっしゅ): species, kind, variety"
連,"take along",,"連絡 (れんらく): to contact, to get in touch
関連 (かんれん): relation, connection, relevance
連れ (つれ): companion, company
連続 (れんぞく): continuation, succession, series
連休 (れんきゅう): consecutive holidays"
甲,armor,,"甲斐 (かい): effect, result, worth, use, avail
甲状腺 (こうじょうせん): thyroid gland
甲 (よろい): armor, armour
甲冑 (かっちゅう): armor and helmet (armour)
甲子 (きのえね): first of the sexagenary cycle"
単,simple,,"簡単 (かんたん): simple, easy, uncomplicated
単純 (たんじゅん): simple, plain, uncomplicated, straightforward
単に (たんに): simply, merely, only, solely
単位 (たんい): unit, denomination
単なる (たんなる): mere, simple, sheer"
戦,war,,"戦争 (せんそう): war
戦 (いくさ): war, battle, campaign, fight
戦略 (せんりゃく): strategy, tactics
挑戦 (ちょうせん): challenge, defiance, dare, attempt, try
戦闘 (せんとう): battle, fight, combat"
始,begin,,"始め (はじめ): beginning, start, outset, opening
開始 (かいし): start, commencement, beginning, initiation
始める (はじめる): to start, to begin, to commence, to initiate, to originate
始まり (はじまり): origin, beginning
始まる (はじまる): to begin, to start, to commence"
念,thought,,"残念 (ざんねん): deplorable, regrettable, disappointing, vexing, unfortunate
記念 (きねん): commemoration, celebration, honoring the memory of something, turning something into a memento, memory
概念 (がいねん): general idea, concept, notion
念 (ねん): sense, idea, thought, feeling
懸念 (けねん): worry, fear, anxiety, concern"
室,room,,"室 (しつ): room
教室 (きょうしつ): classroom
室内 (しつない): indoor, inside the room
寝室 (しんしつ): bedroom
個室 (こしつ): private room, single (room), room for one, one's own room"
公,public,,"公開 (こうかい): opening to the public, making available to the public, putting on display, exhibiting, showing (play, movie, etc.), holding (interview, etc.), open, public
主人公 (しゅじんこう): protagonist, main character, hero(ine) (of a story)
公園 (こうえん): (public) park
公式 (こうしき): formal, official
公演 (こうえん): public performance"
急,hurry,,"急 (きゅう): sudden, abrupt, unexpected
緊急 (きんきゅう): urgency, emergency
急遽 (きゅうきょ): hurriedly, in a hurry, in haste
急速 (きゅうそく): rapid (e.g. progress)
急激 (きゅうげき): sudden, abrupt, rapid, sharp, drastic, radical"
島,island,,"島 (しま): island
広島 (ひろしま): Hiroshima (city)
中島 (なかじま): island in a pond or river
小島 (こじま): small island, islet
半島 (はんとう): peninsula"
左,"left (direction)",,"左 (ひだり): left, left hand side
左右 (さゆう): left and right
左側 (ひだりがわ): left, left (hand) side
左手 (ひだりて): left hand
左上 (ひだりうえ): upper left"
黒,"kanji component: black",くろ,"黒 (くろ): black
黒い (くろい): black
黒人 (くろうと): expert, professional, master, connoisseur
真っ黒 (まっくろ): pitch black
白黒 (しろくろ): black and white, monochrome"
突,stab,,"突然 (とつぜん): abrupt, sudden, unexpected
突入 (とつにゅう): rushing into, breaking into, storming
衝突 (しょうとつ): collision, crash, running into
突破 (とっぱ): breaking through, breakthrough, penetration
突っ込み (つっこみ): penetration, digging into something"
介,"jammed in",,"紹介 (しょうかい): introduction, presentation, referral, listing
介護 (かいご): nursing, care, caregiving, caring
介入 (かいにゅう): intervention
厄介 (やっかい): trouble, burden, nuisance, bother, worry
仲介 (ちゅうかい): agency, intermediation"
界,world,,"世界 (せかい): the world, society, the universe
業界 (ぎょうかい): business world, business circles, (the) industry
世界中 (せかいじゅう): around the world, throughout the world
限界 (げんかい): limit, bound
界 (さかい): border, boundary"
術,art,,"技術 (ぎじゅつ): technology, engineering
芸術 (げいじゅつ): (fine) art, the arts
手術 (しゅじゅつ): surgery, operation, procedure
術 (じゅつ): art, technique
美術館 (びじゅつかん): art gallery, art museum"
坐,sit,,"坐骨 (ざこつ): ischium, ischial bone
坐禅 (ざぜん): zazen (seated Zen meditation, usu. in a cross-legged position)
坐る (すわる): to sit, to squat
坐像 (ざぞう): seated figure (e.g. of Buddha), sedentary statue, sedentary image
坐り (すわり): sitting"
座,sit,,"座 (ざ): seat, place
講座 (こうざ): academic teaching unit, lectureship, professorial chair
口座 (こうざ): account (e.g. bank)
銀座 (ぎんざ): Ginza (shopping district in Tokyo)
座り (すわり): sitting"
受,accept,,"受け (うけ): popularity, favour, favor, reception
受ける (うける): to receive, to get
受け入れ (うけいれ): receiving, acceptance, reception
受信 (じゅしん): reception (e.g. radio), receipt (e.g. email message)
受付 (うけつけ): reception (desk), information desk"
丹,cinnabar,,"丹念 (たんねん): painstaking, careful, meticulous, scrupulous, detailed, elaborate
牡丹 (ぼたん): wild boar (meat)
丹 (に): red earth (i.e. containing cinnabar or minium), vermilion
丹精 (たんせい): working earnestly, sincerity, diligence, effort, pains
丹田 (たんでん): point below the navel (a focus point for internal meditative techniques)"
舟,"kanji component: ship, boat",ふね,"舟 (ふね): ship, boat, watercraft, vessel, steamship
小舟 (こぶね): small boat
方舟 (はこぶね): ark (i.e. Noah's)
助け舟 (たすけぶね): lifeboat
舟運 (しゅううん): transportation by water (e.g. by ship)"
船,boat,,"船 (ふね): ship, boat, watercraft, vessel, steamship
宇宙船 (うちゅうせん): spaceship
船長 (せんちょう): ship's captain, skipper
風船 (ふうせん): balloon (esp. small, toy variety)
湯船 (ゆぶね): bathtub"
元,origin,,"元 (もと): origin, source
元気 (げんき): lively, full of spirit, energetic, vigorous, vital, spirited
地元 (じもと): home area, home town
次元 (じげん): dimension
手元 (てもと): at hand, on hand, nearby, close at hand"
観,observe,,"観 (かん): look, appearance
観光 (かんこう): sightseeing
観察 (かんさつ): observation, survey, watching
観客 (かんきゃく): audience, spectator, spectators
観る (みる): to see, to look, to watch, to view, to observe"
吏,officer,,"官吏 (かんり): government official, clerk"
使,use,,"使用 (しよう): use, application, employment, utilization, utilisation
使う (つかう): to use (a thing, method, etc.), to make use of, to put to use
使い (つかい): errand, mission, going as envoy
使える (つかえる): to be usable, to be serviceable, to be useful
使い方 (つかいかた): way to use something, treatment, management (of help)"
経,manage,,"経験 (けいけん): experience
経済 (けいざい): economics, business, finance, economy
経営 (けいえい): management, administration, operation, running (business), conducting
経 (たて): the vertical, height
経過 (けいか): passage (of time), elapsing, lapse"
図,diagram,,"図 (ず): drawing, picture, diagram, figure, illustration, chart, graph
意図 (いと): intention, aim, design
地図 (ちず): map
図書館 (としょかん): library
構図 (こうず): composition"
進,advance,,"進化 (しんか): evolution, progress
進行 (しんこう): moving forward (e.g. vehicle), onward movement
進む (すすむ): to advance, to go forward
推進 (すいしん): propulsion, drive
進み (すすみ): progress"
残,remainder,,"残念 (ざんねん): deplorable, regrettable, disappointing, vexing, unfortunate
残り (のこり): remnant, residue, remaining, left-over
残る (のこる): to remain, to be left
残す (のこす): to leave (behind, over), to bequeath, to save, to reserve
残業 (ざんぎょう): overtime (work)"
画,tableau,,"映画 (えいが): movie, film
画面 (がめん): screen (of a TV, computer, etc.)
画像 (がぞう): image, picture, portrait
動画 (どうが): video, movie, moving picture
計画 (けいかく): plan, project, schedule, scheme, program, programme"
松,pine,,"松 (まつ): pine tree (Pinus spp.)
浜松 (はままつ): Hamamatsu (city)
小松 (こまつ): small pine, young pine
松原 (まつばら): pine grove
小松菜 (こまつな): Japanese mustard spinach (Brassica rapa var. perviridis)"
凡,mediocre,,"平凡 (へいぼん): ordinary, common, commonplace, mediocre, unremarkable, undistinguished, uneventful
凡人 (ぼんじん): ordinary person, average person, mediocre person
凡庸 (ぼんよう): mediocre, ordinary, commonplace, banal
凡 (ぼん): mediocrity
非凡 (ひぼん): extraordinary, uncommon, remarkable, unusual, rare, prodigious"
恐,fear,,"恐怖 (きょうふ): fear, dread, dismay, terror, horror, scare, panic
恐れ (おそれ): fear, horror, anxiety, concern, uneasiness, reverence
恐ろしい (おそろしい): terrible, dreadful, terrifying, frightening
恐縮 (きょうしゅく): feeling obliged, being grateful, being thankful, being sorry, being ashamed
恐い (こわい): scary, frightening, eerie, dreadful"
赤,"kanji component: red",あか,"赤 (あか): red, crimson, scarlet
赤い (あかい): red, crimson, scarlet, vermilion, vermillion
赤ちゃん (あかちゃん): baby, infant
赤字 (あかじ): (being in) the red, deficit
真っ赤 (まっか): bright red, deep red, flushed (of face)"
殳,"kanji component: lance shaft, action",るまた,
殺,kill,,"殺し (ころし): murder, killing, murderer
自殺 (じさつ): suicide
殺人 (さつじん): murder, homicide, manslaughter
殺す (ころす): to kill
暗殺 (あんさつ): assassination"
式,style,,"式 (しき): equation, formula, expression
形式 (けいしき): form (as opposed to substance), formality
公式 (こうしき): formal, official
方式 (ほうしき): form, method, system, formula
正式 (せいしき): due form, official, formality"
釆,"kanji component: to separate",のごめ,
番,"one's turn",,"一番 (いちばん): number one, first, first place
番組 (ばんぐみ): program (e.g. TV), programme
番 (ばん): number (in a series)
番号 (ばんごう): number, series of digits
番目 (ばんめ): indicates position in a sequence"
呈,display,,"露呈 (ろてい): exposure, disclosure
贈呈 (ぞうてい): presentation (e.g. of a gift, etc.)
呈する (ていする): to present, to offer
進呈 (しんてい): presentation (e.g. of a gift)
呈す (ていす): to present, to offer, to give"
程,extent,,"程度 (ていど): degree, amount, grade, standard, of the order of (following a number), about, approximately
ある程度 (あるていど): to some extent, to a certain extent
過程 (かてい): process, course, mechanism
日程 (にってい): schedule, program, programme, agenda
工程 (こうてい): process, operation, stage of a process, progress of work"
師,expert,,"師 (し): teacher, master, one's mentor
医師 (いし): doctor, physician
教師 (きょうし): teacher (classroom)
講師 (こうし): lecturer
師匠 (ししょう): master, teacher"
存,suppose,,"存在 (そんざい): existence, being
保存 (ほぞん): preservation, conservation, storage, maintenance
依存 (いぞん): dependence, reliance
既存 (きそん): existing
ご存知 (ごぞんじ): knowing"
伝,transmit,,"伝え (つたえ): legend, tradition
伝統 (でんとう): tradition, convention
伝える (つたえる): to convey, to report, to transmit, to communicate, to tell, to impart, to propagate, to teach, to bequeath
宣伝 (せんでん): publicity, advertisement, advertising, propaganda
遺伝子 (いでんし): gene"
軍,army,,"軍 (ぐん): army, force, troops
軍事 (ぐんじ): military affairs
軍隊 (ぐんたい): armed forces, military, troops
海軍 (かいぐん): navy
軍団 (ぐんだん): army corps"
運,carry,,"運動 (うんどう): exercise, physical training, work-out
運転 (うんてん): operation (of a machine, etc.), operating, running, run
運営 (うんえい): management, administration, operation
運 (うん): fortune, luck
運用 (うんよう): making use of, application, practical use, effective management (e.g. of funds)"
果,fruit,,"結果 (けっか): result, consequence, outcome, effect
効果 (こうか): effect, effectiveness, efficacy, result
成果 (せいか): (good) result, outcome, fruits (of one's labors), product, accomplishment
果たして (はたして): as was expected, just as one thought, sure enough
果物 (くだもの): fruit"
良,good,,"良い (よい): good, excellent, fine, nice, pleasant, agreeable
良 (りょう): good
不良 (ふりょう): bad, poor, inferior
改良 (かいりょう): improvement, reform
仲良く (なかよく): on good terms with, on cordial terms with, getting along well with, happily, peacefully"
娘,daughter,,"娘 (じょう): unmarried woman
孫娘 (まごむすめ): granddaughter
愛娘 (まなむすめ): one's beloved daughter
一人娘 (ひとりむすめ): only daughter
看板娘 (かんばんむすめ): pretty girl who attracts customers to come inside a shop"
識,discriminating,,"意識 (いしき): consciousness
認識 (にんしき): recognition, awareness, perception, understanding, knowledge, cognition, cognizance, cognisance
知識 (ちしき): knowledge, information
常識 (じょうしき): common sense, good sense, common knowledge, general knowledge, common practice, accepted practice, social etiquette
無意識 (むいしき): unconsciousness"
奇,strange,,"奇跡 (きせき): miracle, wonder, marvel
奇妙 (きみょう): strange, queer, curious
好奇 (こうき): inquisitiveness
奇 (き): strange, unconventional
奇抜 (きばつ): novel, original, striking, strange, eccentric, fantastic"
寄,approach,,"寄付 (きふ): contribution, donation
寄せ (よせ): last moves (in go, shogi, or chess), endgame
寄り (より): pushing back one's opponent while locked in close quarters
年寄り (としより): old person, elderly person, senior citizen
寄る (よる): to approach, to draw near, to come near, to be close to"
両,both,,"両方 (りょうほう): both, both sides, both parties
両親 (りょうしん): parents, both parents
両 (りょう): both (hands, parents, sides, etc.)
車両 (しゃりょう): rolling stock, railroad cars, wheeled vehicles
両者 (りょうしゃ): pair, the two, both persons, both things"
或,some,,
黄,yellow,,"黄色 (きいろ): yellow, amber
黄金 (おうごん): gold (Au)
黄 (き): yellow
黄色い (きいろい): yellow
黄昏 (たそがれ): dusk, twilight"
横,side,,"横 (よこ): horizontal (as opposed to vertical), lying down
横浜 (よこはま): Yokohama (city)
横断 (おうだん): crossing, traversing
横目 (よこめ): sidelong glance
縦横 (じゅうおう): length and width, length and breadth, lengthwise and crosswise, longitude and latitude, vertical and horizontal"
議,deliberation,,"不思議 (ふしぎ): wonderful, marvelous, strange, incredible, amazing, curious, miraculous, mysterious
議論 (ぎろん): argument, discussion, dispute, controversy
会議 (かいぎ): meeting, conference, session, assembly, council, convention, congress
議員 (ぎいん): member of an assembly, member of the Diet, member of parliament, member of Congress
議会 (ぎかい): congress, parliament, diet, legislative assembly"
友,friend,,"友達 (ともだち): friend, companion
友人 (ゆうじん): friend
友 (とも): friend, companion, comrade, pal
親友 (しんゆう): close friend, bosom (old, intimate) friend, buddy, crony, chum
友だち (ともだち): friend, companion"
非,"kanji component: wrong, non-",あらず,"非常 (ひじょう): emergency
是非 (ぜひ): certainly, without fail
非 (ひ): fault, error, mistake
非難 (ひなん): criticism, blame, censure, attack, reproach
非課税 (ひかぜい): tax exemption"
婦,lady,,"夫婦 (ふうふ): married couple, husband and wife, man and wife
主婦 (しゅふ): housewife, mistress (of the house), homemaker
婦 (よめ): wife, bride
妊婦 (にんぷ): pregnant woman
新婦 (しんぷ): bride"
寝,"lie down",,"寝 (ね): sleep
寝る (ねる): to lie down
昼寝 (ひるね): nap (afternoon), siesta
就寝 (しゅうしん): going to bed, retiring (for the night)
寝室 (しんしつ): bedroom"
酉,"kanji component: sake jar, bird",ひよみのとり,"酉 (とり): tenth sign of the Chinese zodiac (The Bird, 5pm-7pm, west, August)
酉の市 (とりのいち): Bird Day Fair (held at Otori Shrine on each Day of the Bird in November)"
酒,"alcoholic drink",,"酒 (さけ): alcohol, sake
居酒屋 (いざかや): izakaya, Japanese bar that also serves various dishes and snacks
酒造 (しゅぞう): sake brewing
飲酒 (いんしゅ): drinking alcohol (sake)
酒場 (さかば): bar, pub, tavern"
失,lose,,"失敗 (しっぱい): failure, mistake, blunder
失礼 (しつれい): discourtesy, impoliteness
失業 (しつぎょう): unemployment
損失 (そんしつ): loss (of assets, profit, etc.)
失う (うしなう): to lose"
武,military,,"武器 (ぶき): weapon, arms, ordnance
武装 (ぶそう): arms, armament
武将 (ぶしょう): military commander
武 (ぶ): military force, the sword
武士 (ぶし): warrior, samurai"
判,judge,,"判断 (はんだん): judgment, judgement, decision, conclusion, adjudication
批判 (ひはん): criticism, judgement, judgment, comment
評判 (ひょうばん): fame, reputation, popularity
裁判 (さいばん): trial, judgement, judgment
判明 (はんめい): establishing, proving, ascertaining, identifying, confirming"
支,"kanji component: branch",しにょう,"支援 (しえん): support, backing, aid, assistance
支持 (しじ): support, backing, endorsement, approval
支配 (しはい): domination, rule, control
支え (ささえ): support, stay, prop
支払い (しはらい): payment"
加,add,,"参加 (さんか): participation
追加 (ついか): addition, supplement, appending, appendix
増加 (ぞうか): increase, rise, growth, addition, increment
加工 (かこう): manufacturing, processing, treatment, machining
加速 (かそく): acceleration, speeding up"
細,thin,,"詳細 (しょうさい): details, particulars, specifics
細かい (こまかい): small
細胞 (さいぼう): cell
細かく (こまかく): minutely, finely
細い (ほそい): thin, slender, fine"
質,quality,,"質問 (しつもん): question, inquiry, enquiry
物質 (ぶっしつ): material, substance
質 (しつ): quality, value
本質 (ほんしつ): essence, true nature, substance, reality
音質 (おんしつ): tone quality, sound quality"
特,special,,"特に (とくに): particularly, especially, in particular, expressly
特別 (とくべつ): special, particular, extraordinary, exceptional, especial
特徴 (とくちょう): feature, trait, characteristic, peculiarity, distinction
特定 (とくてい): specific, particular, designated, special
独特 (どくとく): peculiarity, uniqueness, characteristic"
祭,festival,,"祭 (まつり): festival, feast
祭り (まつり): festival, feast
祭神 (さいじん): enshrined deity
祭典 (さいてん): festival
後の祭り (あとのまつり): Too late!"
際,occasion,,"実際 (じっさい): practicality, practical
際 (きわ): edge, brink, verge, side
国際 (こくさい): international
間際 (まぎわ): the point just before, the point of doing, the verge of happening
に際して (にさいして): on the occasion of, at the time of"
路,road,,"道路 (どうろ): road, highway
回路 (かいろ): circuit (electric)
路 (みち): road, path, street, lane, passage
路線 (ろせん): route (bus, train, air, etc.), line
路面 (ろめん): road surface"
政,politics,,"政府 (せいふ): government, administration
政治 (せいじ): politics, government
政権 (せいけん): (political) administration, political power
政策 (せいさく): political measures, policy
財政 (ざいせい): public finance"
告,tell,,"広告 (こうこく): advertisement
報告 (ほうこく): report, information
警告 (けいこく): warning, advice
告知 (こくち): notice, announcement
申告 (しんこく): report, return (e.g. tax), statement, declaration, notification, filing"
列,row,,"列 (れつ): row, line, file, column, queue, rank, procession
列車 (れっしゃ): train, railway train
行列 (ぎょうれつ): line, queue, procession, parade
系列 (けいれつ): series, sequence, system, succession
配列 (はいれつ): arrangement, disposition"
例,example,,"例えば (たとえば): for example, for instance, e.g.
例 (れい): custom, practice, habit, usual
事例 (じれい): example, precedent, case
例外 (れいがい): exception
例え (たとえ): example"
客,guest,,"お客様 (おきゃくさま): guest, visitor
客 (きゃく): guest, visitor
顧客 (こきゃく): customer, client, patron
観客 (かんきゃく): audience, spectator, spectators
客観 (きゃっかん): objectivity, objective, object (philosophical)"
貴,precious,,"貴重 (きちょう): precious, valuable
貴方 (きほう): your home, your residence
貴族 (きぞく): noble, aristocrat, peer
兄貴 (あにき): elder brother
貴 (き): honorific, familiar suffix"
雨,"kanji component: rain",あめ,"雨 (あめ): rain
梅雨 (つゆ): rainy season (in Japan from early June to mid-July)
大雨 (おおあめ): heavy rain
小雨 (こさめ): light rain, drizzle
豪雨 (ごうう): torrential rain, heavy rain, cloudburst, downpour"
雪,snow,,"雪 (ゆき): snow
大雪 (おおゆき): heavy snow
雪山 (ゆきやま): snowy mountain, permanently snow-covered mountain
吹雪 (ふぶき): snow storm, blizzard
積雪 (せきせつ): fallen snow, snow cover"
能,ability,,"可能 (かのう): possible, potential, practicable, feasible
機能 (きのう): function, facility, faculty, feature
能力 (のうりょく): ability, faculty
放射能 (ほうしゃのう): radioactivity
性能 (せいのう): ability, performance, efficiency"
位,rank,,"位 (くらい): throne, crown, (nobleman's) seat
位置 (いち): place, situation, position, location
単位 (たんい): unit, denomination
上位 (じょうい): superior (in rank), top, ranking
順位 (じゅんい): order, rank, position (e.g. in a race), precedence"
暗,dark,,"暗い (くらい): dark, gloomy, murky
暗号 (あんごう): code, password, cipher
暗殺 (あんさつ): assassination
真っ暗 (まっくら): total darkness, pitch dark
暗闇 (くらやみ): darkness, the dark"
芸,art,,"芸術 (げいじゅつ): (fine) art, the arts
文芸 (ぶんげい): literature
芸人 (げいにん): entertainer (esp. in a traditional art), performer, artiste
芸 (げい): art, craft, accomplishment, artistic skill, technique, performance
芸能 (げいのう): public entertainment, performing arts"
辰,"kanji component: Fifth zodiac sign, 7–9 A.M.",しんのたつ,"辰 (たつ): fifth sign of the Chinese zodiac (The Dragon, 7am-9am, east-southeast, March)
辰巳 (たつみ): southeast
戊辰戦争 (ぼしんせんそう): Boshin War (Japanese civil war between Imperial and shogunate forces, 1868-1869)
北辰 (ほくしん): North-Star"
振,shake,,"振り (ふり): swing, shake, wave, swinging
振動 (しんどう): oscillation, vibration, swing (e.g. of a pendulum)
振り返る (ふりかえる): to turn head, to look over one's shoulder, to turn around, to look back
振興 (しんこう): promotion, encouragement
振込 (ふりこみ): payment made via bank deposit transfer"
片,"kanji component: split wood",かた,"片付け (かたづけ): tidying up, finishing
片手 (かたて): one hand
片方 (かたほう): one side, one party, counterpart, the other side, the other party
片 (かた): one (of a pair)
片隅 (かたすみ): corner, nook"
難,difficult,,"難しい (むずかしい): difficult, hard, troublesome, complicated, serious (disease, problem, etc.)
避難 (ひなん): taking refuge, finding shelter, evacuation, escape, seeking safe haven
困難 (こんなん): difficulty, hardship, trouble, distress
非難 (ひなん): criticism, blame, censure, attack, reproach
難い (かたい): difficult, hard"
井,well,,"天井 (てんじょう): ceiling
井 (い): well
井戸 (いど): water well
筒井 (つつい): round well
市井 (しせい): the street, the town"
乗,ride,,"乗り (のり): riding, ride
乗る (のる): to get on (train, plane, bus, ship, etc.), to get in, to board, to take, to embark
乗り換え (のりかえ): transfer (trains, buses, etc.), connection, connexion
乗車 (じょうしゃ): boarding (a train, bus, etc.), getting into (e.g. a taxi)
乗り物 (のりもの): vehicle, conveyance, transport"
茶,tea,,"お茶 (おちゃ): tea (usu. green)
茶 (ちゃ): tea
紅茶 (こうちゃ): black tea
喫茶店 (きっさてん): coffee shop, tearoom, coffee lounge, coffeehouse, cafe
無茶 (むちゃ): absurd, unreasonable, excessive, rash"
故,circumstances,,"事故 (じこ): accident, incident, trouble
故障 (こしょう): breakdown, failure, fault, accident, out of order
故 (ふる): used item, secondhand item
故意 (こい): intent, intention, (on) purpose, bad faith
故人 (こじん): the deceased, the departed"
準,standard,,"準備 (じゅんび): preparation, arrangements, getting ready, provision, setup, reserving
基準 (きじゅん): standard, basis, criterion, norm, reference, datum
標準 (ひょうじゅん): standard, level, norm
水準 (すいじゅん): level, standard
準 (じゅん): semi-, quasi-, associate"
宮,"Shinto shrine",,"宮 (みや): shrine
子宮 (しきゅう): womb, uterus
宮殿 (きゅうでん): palace
神宮 (じんぐう): high-status Shinto shrine with connection to imperial family, imperial Shinto shrine
大宮 (おおみや): imperial palace, shrine"
店,shop,,"店 (みせ): store, shop, establishment, restaurant
店舗 (てんぽ): shop, store
店員 (てんいん): employee (of a store), shop assistant, clerk, salesperson
店内 (てんない): store interior
本店 (ほんてん): head office, flagship store, main store"
冬,winter,,"冬 (ふゆ): winter
冬場 (ふゆば): the winter season
真冬 (まふゆ): midwinter
冬休み (ふゆやすみ): winter vacation
冬季 (とうき): (season of) winter"
終,end,,"終了 (しゅうりょう): end, close, termination
終わり (おわり): the end
最終 (さいしゅう): last, final, closing
終わる (おわる): to finish, to end, to close
終える (おえる): to finish"
息,breath,,"息子 (むすこ): son
息 (いき): breath, breathing
一息 (ひといき): one breath
生息 (せいそく): inhabiting, living
ため息 (ためいき): sigh"
電,electricity,,"電話 (でんわ): telephone call, phone call
電車 (でんしゃ): train, electric train
電源 (でんげん): source of electricity, electrical power
電気 (でんき): electricity
発電 (はつでん): generation (e.g. power)"
丸,circle,,"丸 (まる): circle
丸い (まるい): round, circular, spherical
丸く (まるく): in a circle
日の丸 (ひのまる): outline of the sun (esp. represented as a red circle)
丸出し (まるだし): exposing fully, uncovering completely, being in full view, putting on display, not disguising"
勢,power,,"姿勢 (しせい): posture, pose, position, stance, carriage (of the body)
勢い (いきおい): force, vigor, vigour, energy, spirit, life
勢力 (せいりょく): influence, power, might, strength, potency, force, energy
大勢 (おおぜい): crowd of people, great number of people
情勢 (じょうせい): state of things, state of affairs, condition, situation, circumstances"
衛,defense,,"防衛 (ぼうえい): defense, defence, protection
自衛隊 (じえいたい): self-defence force, self-defense force
衛生 (えいせい): hygiene, sanitation, health
前衛 (ぜんえい): advance guard, vanguard
衛星 (えいせい): (natural) satellite, moon"
匚,"kanji component: box",はこがまえ,
匸,"kanji component: to conceal, hide",かくしがまえ,
亡,deceased,,"死亡 (しぼう): death, mortality
滅亡 (めつぼう): downfall, ruin, collapse, destruction
亡くなる (なくなる): to die
逃亡 (とうぼう): escape, flight, running away, elopement, fleeing
亡き (なき): the late, the deceased"
望,hope,,"希望 (きぼう): hope, wish, aspiration
要望 (ようぼう): demand for, request
絶望 (ぜつぼう): despair, hopelessness
望む (のぞむ): to desire
望み (のぞみ): wish, desire, hope"
春,springtime,,"春 (はる): spring, springtime
青春 (せいしゅん): youth, springtime of life, adolescent
春風 (はるかぜ): spring breeze
春先 (はるさき): beginning of spring
売春 (ばいしゅん): prostitution"
旨,delicious,,"旨 (むね): principle, aim, main purpose, central part, pillar
趣旨 (しゅし): meaning, point (e.g. of a statement), gist, effect
主旨 (しゅし): meaning, point (e.g. of a statement), gist, effect
旨味 (うまみ): good flavor (flavour), good taste, deliciousness
旨み (うまみ): good flavor (flavour), good taste, deliciousness"
指,finger,,"指定 (してい): designation, specification, assignment, appointment, pointing at
指摘 (してき): pointing out, identification
指導 (しどう): guidance, leadership, instruction, direction, coaching
目指し (めざし): aim, goal, purpose
指 (ゆび): finger, toe, digit"
配,distribute,,"心配 (しんぱい): worry, concern, anxiety, uneasiness, fear
配信 (はいしん): distribution (of information, etc.), broadcast, delivery, transmission
支配 (しはい): domination, rule, control
配置 (はいち): arrangement (of resources), deployment, stationing, posting, disposition, configuration, layout
配布 (はいふ): distribution"
役,service,,"役 (えき): war, campaign, battle
役割 (やくわり): part, assigning (allotment of) parts, role, duties
主役 (しゅやく): leading part, leading actor, leading actress
現役 (げんえき): active duty, active service
役に立つ (やくにたつ): to be helpful, to be useful"
幸,happiness,,"幸せ (しあわせ): happiness, good fortune, luck, blessing
幸い (さいわい): happiness, blessedness, luck, fortune, felicity
幸福 (こうふく): happiness, well-being, joy, welfare, blessedness
不幸 (ふこう): unhappiness, sorrow, misfortune, disaster, accident
幸運 (こううん): good luck, fortune"
階,"floor of a building",,"段階 (だんかい): grade, level, stage, class, phase, steps, order, gradation
階 (かい): storey, story, floor
階段 (かいだん): stairs, stairway, staircase
階級 (かいきゅう): (social) class
階層 (かいそう): class, level, stratum, layer, hierarchy"
景,scenery,,"背景 (はいけい): background, scenery, backdrop, setting, circumstance, context
風景 (ふうけい): scenery, scene, landscape, view, sight
景色 (けしき): scenery, scene, landscape
光景 (こうけい): scene, spectacle, sight, view
景気 (けいき): business conditions, the market, economic activity, economic climate"
影,shadow,,"影響 (えいきょう): influence, effect
撮影 (さつえい): photography (still or motion), photographing, filming, shooting, (video) recording
影 (かげ): shadow, silhouette, figure, shape
悪影響 (あくえいきょう): bad influence, negative influence
投影 (とうえい): projection"
渡,transit,,"渡し (わたし): ferry (crossing), ferry(boat)
渡す (わたす): to ferry across (e.g. a river), to carry across, to traverse
渡り (わたり): crossing, passage, transit
渡る (わたる): to cross over, to go across
譲渡 (じょうと): transfer, assignment, conveyance"
於,at,,
夢,dream,,"夢 (ゆめ): dream
夢中 (むちゅう): absorbed in, immersed in, crazy about, obsessed with, devoted to
夢見 (ゆめみ): having a dream
悪夢 (あくむ): nightmare, bad dream
夢想 (むそう): dream, vision, reverie"
巻,scroll,,"巻 (まき): roll (e.g. of cloth)
巻き (まき): roll (e.g. of cloth)
巻頭 (かんとう): beginning (of a book, magazine, etc.), opening page
取り巻く (とりまく): to surround, to encircle, to enclose
圧巻 (あっかん): highlight, best part"
凶,villain,,"凶悪 (きょうあく): atrocious, fiendish, brutal, villainous
凶 (きょう): bad luck, bad fortune
凶暴 (きょうぼう): ferocious, brutal, atrocious, savage, barbarous
元凶 (げんきょう): ringleader, main culprit
凶器 (きょうき): dangerous weapon, lethal weapon, deadly weapon, murder weapon"
胸,bosom,,"胸 (むね): chest, breast
胸元 (むなもと): breast, chest
度胸 (どきょう): courage, bravery, pluck, nerve, grit, guts
胸水 (きょうすい): pleural fluid
胸中 (きょうちゅう): one's heart, one's mind, one's intentions"
制,control,,"制作 (せいさく): work (film, book)
制限 (せいげん): restriction, restraint, limitation, limit
制度 (せいど): system, institution, organization, organisation
規制 (きせい): regulation, (traffic) policing, control, restriction
体制 (たいせい): order, system, structure, set-up, organization, organisation"
